@id,@type,name,@lat,@lon
823729914,node,ファミリーマート,35.7057915,139.7199483
823965124,node,セブン-イレブン,35.6979592,139.5660705
828429114,node,Ministop,35.7789327,139.8669261
828817740,node,セブン-イレブン,35.7547819,139.9000928
829910076,node,セブン-イレブン,35.6479420,139.7447983
830278753,node,ローソンストア100,35.7369820,139.9029010
830278779,node,ローソン,35.7367240,139.9025598
831048723,node,ミニストップ,35.6892970,139.5626010
831199125,node,セブン-イレブン,35.6943463,139.5611543
831210665,node,ファミリーマート,35.7009831,139.5664892
839689292,node,ファミリーマート,35.7026298,139.5785692
839689321,node,ローソン,35.6954027,139.5697346
839822329,node,ファミリーマート,35.8484019,139.8851679
843113168,node,セブン-イレブン,35.6164444,139.7272641
843117678,node,ファミリーマート,35.6182532,139.7278656
849447638,node,ファミリーマート,35.6561642,139.6528574
849589654,node,セブン-イレブン,35.7055221,139.7644489
849589655,node,ローソン,35.7047715,139.7642925
856847635,node,ファミリーマート,35.6680551,139.6372467
859587697,node,ミニストップ,35.8657314,139.8878324
860340496,node,ファミリーマート,35.6892756,139.7745205
860924899,node,ファミリーマート,35.7781808,139.9045971
861244940,node,ファミリーマート,35.6837070,139.6565425
861244985,node,ローソン,35.6818010,139.6878000
862633479,node,ファミリーマート 松戸新田西店 (イートイン),35.7924170,139.9220107
863242684,node,ローソン100,35.6796100,139.6457676
863242749,node,スリーエイト,35.6797362,139.6460984
884371536,node,ファミリーマート,35.8264804,139.8778630
885679754,node,ファミリーマート,35.6707089,139.7166562
885679768,node,ミニストップ,35.6600770,139.7175352
885803763,node,ファミリーマート,35.8396049,139.8535679
885807278,node,セブン-イレブン,35.8615143,139.8614418
888412354,node,ミニストップ,35.7076907,139.7437422
891269915,node,ローソン,35.6342452,139.7119675
891335417,node,セブン-イレブン,35.5892071,139.6786093
895738981,node,セブン-イレブン,35.7065859,139.6518193
895874034,node,セブン-イレブン,35.7151761,139.6585657
897338132,node,ローソン,35.6595030,139.6241591
897429421,node,セブン-イレブン,35.6669353,139.6320098
907150493,node,ヤマザキ,35.6953736,139.6633704
908378258,node,ローソン・スリーエフ,35.5312870,139.6848446
908978472,node,ファミリーマート,35.5297195,139.6758604
910661904,node,ファミリーマート,35.5306777,139.6812970
910667402,node,セブン-イレブン,35.6521201,139.6289040
916606989,node,セブン-イレブン,35.7061561,139.6496483
916610815,node,セブン-イレブン,35.7060222,139.6478971
